"sample_name","acc","tax_id","name","total_count"
"EAF_54","SRR24705376","2759","Eukaryota","30026"
"EAF_54","SRR24705376","2157","Archaea","2662"
"EAF_55","SRR24705375","2","Bacteria","17303494"
"EAF_55","SRR24705375","10239","Viruses","207959"
"EAF_55","SRR24705375","2759","Eukaryota","32042"
"EAF_55","SRR24705375","2157","Archaea","1609"
"EAF_56","SRR24705374","2","Bacteria","12875462"
"EAF_56","SRR24705374","10239","Viruses","218788"
"EAF_56","SRR24705374","2759","Eukaryota","11557"
"EAF_56","SRR24705374","2157","Archaea","2828"
"EAF_58","SRR24704909","2","Bacteria","20569682"
"EAF_58","SRR24704909","10239","Viruses","358515"
"EAF_58","SRR24704909","2759","Eukaryota","6964"
"EAF_58","SRR24704909","2157","Archaea","4404"
"EAF_62","SRR24704908","2","Bacteria","14873798"
"EAF_62","SRR24704908","10239","Viruses","257965"
"EAF_62","SRR24704908","2759","Eukaryota","3094"
"EAF_62","SRR24704908","2157","Archaea","2511"
"EAF_64","SRR24704907","2","Bacteria","89060160"
"EAF_64","SRR24704907","10239","Viruses","3053312"
"EAF_64","SRR24704907","2157","Archaea","92546"
"EAF_64","SRR24704907","2759","Eukaryota","69880"
"EAF_71","SRR24704906","2","Bacteria","10968863"
"EAF_71","SRR24704906","10239","Viruses","110789"
"EAF_71","SRR24704906","2157","Archaea","2618"
"EAF_71","SRR24704906","2759","Eukaryota","1430"
"EAI_33","SRR24704905","2","Bacteria","18289494"
"EAI_33","SRR24704905","10239","Viruses","321768"
"EAI_33","SRR24704905","2759","Eukaryota","977"
"EAI_33","SRR24704905","2157","Archaea","925"
"EAI_46","SRR24704904","2","Bacteria","16697443"
"EAI_46","SRR24704904","10239","Viruses","2296172"
"EAI_46","SRR24704904","2759","Eukaryota","3118"
"EAI_46","SRR24704904","2157","Archaea","421"
"EAI_47","SRR24704902","2","Bacteria","12329544"
"EAI_47","SRR24704902","10239","Viruses","928043"
"EAI_47","SRR24704902","2759","Eukaryota","5914"
"EAI_47","SRR24704902","2157","Archaea","435"
"EAI_48","SRR24704901","2","Bacteria","29779299"
"EAI_48","SRR24704901","10239","Viruses","1613706"
"EAI_48","SRR24704901","2759","Eukaryota","6330"
"EAI_48","SRR24704901","2157","Archaea","530"
"EAI_49","SRR24704900","2","Bacteria","19209542"
"EAI_49","SRR24704900","10239","Viruses","900059"
"EAI_49","SRR24704900","2759","Eukaryota","5461"
"EAI_49","SRR24704900","2157","Archaea","296"
"EAI_50","SRR24704899","2","Bacteria","36338469"
"EAI_50","SRR24704899","10239","Viruses","2732969"
"EAI_50","SRR24704899","2759","Eukaryota","9366"
"EAI_50","SRR24704899","2157","Archaea","100"
"EAI_51","SRR24704898","2","Bacteria","16420297"
"EAI_51","SRR24704898","10239","Viruses","2465327"
"EAI_51","SRR24704898","2759","Eukaryota","2205"
"EAI_51","SRR24704898","2157","Archaea","1297"
"EAI_52","SRR24704897","2","Bacteria","28976919"
"EAI_52","SRR24704897","10239","Viruses","3294624"
"EAI_52","SRR24704897","2759","Eukaryota","6764"
"EAI_52","SRR24704897","2157","Archaea","334"
"EAI_53","SRR24704896","2","Bacteria","16756218"
"EAI_53","SRR24704896","10239","Viruses","2955308"
"EAI_53","SRR24704896","2157","Archaea","2950"
"EAI_53","SRR24704896","2759","Eukaryota","2871"
"EAI_54","SRR24704895","2","Bacteria","22225761"
"EAI_54","SRR24704895","10239","Viruses","1220540"
"EAI_54","SRR24704895","2759","Eukaryota","82160"
"EAI_54","SRR24704895","2157","Archaea","1024"
"EAI_55","SRR24704894","2","Bacteria","19626545"
"EAI_55","SRR24704894","10239","Viruses","446964"
"EAI_55","SRR24704894","2759","Eukaryota","7426"
"EAI_55","SRR24704894","2157","Archaea","290"
"EAI_56","SRR24704893","2","Bacteria","31311143"
"EAI_56","SRR24704893","10239","Viruses","446105"
"EAI_56","SRR24704893","2759","Eukaryota","6730"
"EAI_56","SRR24704893","2157","Archaea","417"
"EAI_58","SRR24704891","2","Bacteria","17910608"
"EAI_58","SRR24704891","10239","Viruses","396622"
"EAI_58","SRR24704891","2759","Eukaryota","3707"
"EAI_58","SRR24704891","2157","Archaea","1170"
"EAI_62","SRR24704890","2","Bacteria","16453510"
"EAI_62","SRR24704890","10239","Viruses","226702"
"EAI_62","SRR24704890","2759","Eukaryota","5919"
"EAI_62","SRR24704890","2157","Archaea","259"
"EAI_64","SRR24704889","2","Bacteria","14409560"
"EAI_64","SRR24704889","10239","Viruses","298444"
"EAI_64","SRR24704889","2759","Eukaryota","3320"
"EAI_64","SRR24704889","2157","Archaea","802"
"EAI_71","SRR24704888","2","Bacteria","20896402"
"EAI_71","SRR24704888","10239","Viruses","203794"
"EAI_71","SRR24704888","2759","Eukaryota","18756"
"EAI_71","SRR24704888","2157","Archaea","268"
"EAL_36","SRR24704887","2","Bacteria","10960322"
"EAL_36","SRR24704887","10239","Viruses","202603"
"EAL_36","SRR24704887","2759","Eukaryota","29059"
"EAL_36","SRR24704887","2157","Archaea","1279"
"EAL_51","SRR24704886","2","Bacteria","4783958"
"EAL_51","SRR24704886","10239","Viruses","124071"
"EAL_51","SRR24704886","2759","Eukaryota","13748"
"EAL_51","SRR24704886","2157","Archaea","1905"
"EAL_52","SRR24704885","2","Bacteria","10526713"
"EAL_52","SRR24704885","10239","Viruses","516863"
"EAL_52","SRR24704885","2759","Eukaryota","341743"
"EAL_52","SRR24704885","2157","Archaea","2128"
"EAL_53","SRR24704884","2","Bacteria","10664658"
"EAL_53","SRR24704884","10239","Viruses","481555"
"EAL_53","SRR24704884","2759","Eukaryota","162449"
"EAL_53","SRR24704884","2157","Archaea","631"
"EAL_54","SRR24704883","2","Bacteria","12428335"
"EAL_54","SRR24704883","10239","Viruses","856992"
"EAL_54","SRR24704883","2759","Eukaryota","7926"
"EAL_54","SRR24704883","2157","Archaea","2684"
"EAL_55","SRR24704882","2","Bacteria","17181125"
"EAL_55","SRR24704882","10239","Viruses","550343"
"EAL_55","SRR24704882","2759","Eukaryota","20903"
"EAL_55","SRR24704882","2157","Archaea","3049"
"EAL_56","SRR24704880","2","Bacteria","17917015"
"EAL_56","SRR24704880","2759","Eukaryota","1744614"
"EAL_56","SRR24704880","10239","Viruses","324155"
"EAL_56","SRR24704880","2157","Archaea","4325"
"EAL_57","SRR24704879","2","Bacteria","4100794"
"EAL_57","SRR24704879","10239","Viruses","103162"
"EAL_57","SRR24704879","2759","Eukaryota","18304"
"EAL_57","SRR24704879","2157","Archaea","1135"
"EAL_58","SRR24704878","2","Bacteria","10412716"
"EAL_58","SRR24704878","10239","Viruses","259073"
"EAL_58","SRR24704878","2759","Eukaryota","1950"
"EAL_58","SRR24704878","2157","Archaea","415"
"EAL_59","SRR24705597","2","Bacteria","12979339"
"EAL_59","SRR24705597","10239","Viruses","414845"
"EAL_59","SRR24705597","2759","Eukaryota","44923"
"EAL_59","SRR24705597","2157","Archaea","1554"
"EAL_60","SRR24705596","2","Bacteria","14894239"
"EAL_60","SRR24705596","10239","Viruses","357290"
"EAL_60","SRR24705596","2759","Eukaryota","101045"
"EAL_60","SRR24705596","2157","Archaea","2081"
"EAL_61","SRR24705595","2","Bacteria","14559962"
"EAL_61","SRR24705595","10239","Viruses","1169053"
"EAL_61","SRR24705595","2759","Eukaryota","2983"
"EAL_61","SRR24705595","2157","Archaea","455"
"EAL_63","SRR24705594","2","Bacteria","13088596"
"EAL_63","SRR24705594","10239","Viruses","1887628"
"EAL_63","SRR24705594","2759","Eukaryota","73421"
"EAL_63","SRR24705594","2157","Archaea","1190"
"EAL_66","SRR24705593","2","Bacteria","6346762"
"EAL_66","SRR24705593","10239","Viruses","165193"
"EAL_66","SRR24705593","2759","Eukaryota","56926"
"EAL_66","SRR24705593","2157","Archaea","139"
"EAL_67","SRR24705592","2","Bacteria","17258515"
"EAL_67","SRR24705592","10239","Viruses","467885"
"EAL_67","SRR24705592","2759","Eukaryota","183375"
"EAL_67","SRR24705592","2157","Archaea","2835"
"EAL_74","SRR24705591","2","Bacteria","11641859"
"EAL_74","SRR24705591","10239","Viruses","1024623"
"EAL_74","SRR24705591","2759","Eukaryota","8155"
"EAL_74","SRR24705591","2157","Archaea","860"
"EAN_33","SRR24705589","2","Bacteria","14795677"
"EAN_33","SRR24705589","2759","Eukaryota","462291"
"EAN_33","SRR24705589","10239","Viruses","330190"
"EAN_33","SRR24705589","2157","Archaea","1141"
"EAN_46","SRR24705588","2","Bacteria","15272450"
"EAN_46","SRR24705588","10239","Viruses","204591"
"EAN_46","SRR24705588","2759","Eukaryota","31231"
"EAN_46","SRR24705588","2157","Archaea","1751"
"EAN_47","SRR24705587","2","Bacteria","16210777"
"EAN_47","SRR24705587","2759","Eukaryota","221241"
"EAN_47","SRR24705587","10239","Viruses","179093"
"EAN_47","SRR24705587","2157","Archaea","550"
"EAN_48","SRR24705586","2","Bacteria","14484477"
"EAN_48","SRR24705586","2759","Eukaryota","494869"
"EAN_48","SRR24705586","10239","Viruses","100369"
"EAN_48","SRR24705586","2157","Archaea","193"
"EAN_49","SRR24705585","2","Bacteria","16907776"
"EAN_49","SRR24705585","2759","Eukaryota","2174248"
"EAN_49","SRR24705585","10239","Viruses","100921"
"EAN_49","SRR24705585","2157","Archaea","928"
"EAN_50","SRR24705584","2","Bacteria","19149729"
"EAN_50","SRR24705584","2759","Eukaryota","341193"
"EAN_50","SRR24705584","10239","Viruses","48149"
"EAN_50","SRR24705584","2157","Archaea","176"
"EAN_51","SRR24705583","2","Bacteria","8909250"
"EAN_51","SRR24705583","2759","Eukaryota","37002"
"EAN_51","SRR24705583","10239","Viruses","20891"
"EAN_51","SRR24705583","2157","Archaea","118"
"EAN_52","SRR24705582","2","Bacteria","19196257"
"EAN_52","SRR24705582","2759","Eukaryota","108990"
"EAN_52","SRR24705582","10239","Viruses","50640"
"EAN_52","SRR24705582","2157","Archaea","123"
"EAN_54","SRR24705581","2","Bacteria","19025420"
"EAN_54","SRR24705581","2759","Eukaryota","766162"
"EAN_54","SRR24705581","10239","Viruses","182540"
"EAN_54","SRR24705581","2157","Archaea","520"
"EAN_55","SRR24705580","2","Bacteria","10326130"
"EAN_55","SRR24705580","2759","Eukaryota","805488"
"EAN_55","SRR24705580","10239","Viruses","346074"
"EAN_55","SRR24705580","2157","Archaea","768"
"EAN_58","SRR24705578","2","Bacteria","15213456"
"EAN_58","SRR24705578","10239","Viruses","488206"
"EAN_58","SRR24705578","2759","Eukaryota","162887"
"EAN_58","SRR24705578","2157","Archaea","272"
"EAN_59","SRR24705577","2","Bacteria","6567212"
"EAN_59","SRR24705577","2759","Eukaryota","633996"
"EAN_59","SRR24705577","10239","Viruses","311376"
"EAN_59","SRR24705577","2157","Archaea","1249"
"EAN_60","SRR24705576","2","Bacteria","10542911"
"EAN_60","SRR24705576","10239","Viruses","581217"
"EAN_60","SRR24705576","2759","Eukaryota","104265"
"EAN_60","SRR24705576","2157","Archaea","1316"
"EAN_62","SRR24705575","2","Bacteria","14853069"
"EAN_62","SRR24705575","2759","Eukaryota","278419"
"EAN_62","SRR24705575","10239","Viruses","254036"
"EAN_62","SRR24705575","2157","Archaea","947"
"EAN_64","SRR24705574","2","Bacteria","13154845"
"EAN_64","SRR24705574","2759","Eukaryota","1735344"
"EAN_64","SRR24705574","10239","Viruses","181999"
"EAN_64","SRR24705574","2157","Archaea","1041"
"EAN_71","SRR24705573","2","Bacteria","19113188"
"EAN_71","SRR24705573","10239","Viruses","237513"
"EAN_71","SRR24705573","2759","Eukaryota","8185"
"EAN_71","SRR24705573","2157","Archaea","2287"
"EAO_42","SRR24705572","2","Bacteria","7940538"
"EAO_42","SRR24705572","10239","Viruses","146774"
"EAO_42","SRR24705572","2759","Eukaryota","5553"
"EAO_42","SRR24705572","2157","Archaea","4047"
"EAO_54","SRR24705571","2","Bacteria","9954541"
"EAO_54","SRR24705571","10239","Viruses","148293"
"EAO_54","SRR24705571","2759","Eukaryota","8546"
"EAO_54","SRR24705571","2157","Archaea","5564"
"EAO_55","SRR24705570","2","Bacteria","10741296"
"EAO_55","SRR24705570","2759","Eukaryota","2766806"
"EAO_55","SRR24705570","10239","Viruses","233725"
"EAO_55","SRR24705570","2157","Archaea","15268"
"EAO_59","SRR24705569","2","Bacteria","4387425"
"EAO_59","SRR24705569","2759","Eukaryota","77688"
"EAO_59","SRR24705569","10239","Viruses","64942"
"EAO_59","SRR24705569","2157","Archaea","15285"
"EAO_60","SRR24705566","2","Bacteria","21651585"
"EAO_60","SRR24705566","2759","Eukaryota","339658"
"EAO_60","SRR24705566","10239","Viruses","127357"
"EAO_60","SRR24705566","2157","Archaea","3501"
"EAO_62","SRR24705565","2","Bacteria","4870316"
"EAO_62","SRR24705565","2759","Eukaryota","53366"
"EAO_62","SRR24705565","10239","Viruses","38042"
"EAO_62","SRR24705565","2157","Archaea","170"
"EAO_64","SRR24705564","2","Bacteria","11487164"
"EAO_64","SRR24705564","10239","Viruses","143255"
"EAO_64","SRR24705564","2759","Eukaryota","6847"
"EAO_64","SRR24705564","2157","Archaea","2383"
"EAO_65","SRR24705563","2","Bacteria","11035210"
"EAO_65","SRR24705563","10239","Viruses","153332"
"EAO_65","SRR24705563","2157","Archaea","5556"
"EAO_65","SRR24705563","2759","Eukaryota","3285"
"EAO_66","SRR24705562","2","Bacteria","9492361"
"EAO_66","SRR24705562","2759","Eukaryota","371078"
"EAO_66","SRR24705562","10239","Viruses","173939"
"EAO_66","SRR24705562","2157","Archaea","25340"
"EAO_67","SRR24705561","2","Bacteria","10548151"
"EAO_67","SRR24705561","10239","Viruses","184915"
"EAO_67","SRR24705561","2759","Eukaryota","33743"
"EAO_67","SRR24705561","2157","Archaea","24892"
"EAO_68","SRR24705560","2","Bacteria","12855264"
"EAO_68","SRR24705560","2759","Eukaryota","264707"
"EAO_68","SRR24705560","10239","Viruses","259088"
"EAO_68","SRR24705560","2157","Archaea","40337"
"EAO_69","SRR24705559","2","Bacteria","15724396"
"EAO_69","SRR24705559","10239","Viruses","298780"
"EAO_69","SRR24705559","2759","Eukaryota","230836"
"EAO_69","SRR24705559","2157","Archaea","36908"
"EAO_70","SRR24705558","2","Bacteria","7854225"
"EAO_70","SRR24705558","10239","Viruses","123108"
"EAO_70","SRR24705558","2157","Archaea","9788"
"EAO_70","SRR24705558","2759","Eukaryota","7328"
"EAO_71","SRR24705557","2","Bacteria","31714953"
"EAO_71","SRR24705557","2759","Eukaryota","5469481"
"EAO_71","SRR24705557","10239","Viruses","559957"
"EAO_71","SRR24705557","2157","Archaea","75337"
"EAO_73","SRR24705555","2","Bacteria","26409317"
"EAO_73","SRR24705555","10239","Viruses","450226"
"EAO_73","SRR24705555","2157","Archaea","88304"
"EAO_73","SRR24705555","2759","Eukaryota","27849"
"EAO_74","SRR24705554","2","Bacteria","9537564"
"EAO_74","SRR24705554","10239","Viruses","167123"
"EAO_74","SRR24705554","2759","Eukaryota","63152"
"EAO_74","SRR24705554","2157","Archaea","22462"
"EAP_45","SRR24705553","2","Bacteria","17310170"
"EAP_45","SRR24705553","10239","Viruses","215302"
"EAP_45","SRR24705553","2759","Eukaryota","17259"
"EAP_45","SRR24705553","2157","Archaea","373"
"EAP_59","SRR24705552","2","Bacteria","13337979"
"EAP_59","SRR24705552","10239","Viruses","282435"
"EAP_59","SRR24705552","2759","Eukaryota","32800"
"EAP_59","SRR24705552","2157","Archaea","281"
"EAP_60","SRR24705551","2","Bacteria","18609928"
"EAP_60","SRR24705551","10239","Viruses","467375"
"EAP_60","SRR24705551","2759","Eukaryota","43610"
"EAP_60","SRR24705551","2157","Archaea","1662"
"EAP_61","SRR24705550","2","Bacteria","15270359"
"EAP_61","SRR24705550","10239","Viruses","352935"
"EAP_61","SRR24705550","2759","Eukaryota","3984"
"EAP_61","SRR24705550","2157","Archaea","1365"
"EAP_62","SRR24705549","2","Bacteria","14958792"
"EAP_62","SRR24705549","10239","Viruses","440916"
"EAP_62","SRR24705549","2759","Eukaryota","60708"
"EAP_62","SRR24705549","2157","Archaea","308"
"EAP_63","SRR24705548","2","Bacteria","18104473"
"EAP_63","SRR24705548","10239","Viruses","256149"
"EAP_63","SRR24705548","2759","Eukaryota","8730"
"EAP_63","SRR24705548","2157","Archaea","359"
"EAP_64","SRR24705547","2","Bacteria","6588579"
"EAP_64","SRR24705547","10239","Viruses","86087"
"EAP_64","SRR24705547","2759","Eukaryota","12722"
"EAP_64","SRR24705547","2157","Archaea","365"
"EAP_65","SRR24705546","2","Bacteria","5131943"
"EAP_65","SRR24705546","10239","Viruses","170936"
"EAP_65","SRR24705546","2759","Eukaryota","22965"
"EAP_65","SRR24705546","2157","Archaea","106"
"EAP_66","SRR24705544","2","Bacteria","12844849"
"EAP_66","SRR24705544","2759","Eukaryota","1035852"
"EAP_66","SRR24705544","10239","Viruses","153690"
"EAP_66","SRR24705544","2157","Archaea","897"
"EAP_67","SRR24705543","2","Bacteria","5032168"
"EAP_67","SRR24705543","10239","Viruses","53058"
"EAP_67","SRR24705543","2759","Eukaryota","32069"
"EAP_67","SRR24705543","2157","Archaea","168"
"EAP_68","SRR24705542","2","Bacteria","22993275"
"EAP_68","SRR24705542","10239","Viruses","378088"
"EAP_68","SRR24705542","2759","Eukaryota","48728"
"EAP_68","SRR24705542","2157","Archaea","913"
"EAP_69","SRR24705541","2","Bacteria","19179965"
"EAP_69","SRR24705541","10239","Viruses","327831"
"EAP_69","SRR24705541","2759","Eukaryota","77158"
"EAP_69","SRR24705541","2157","Archaea","933"
"EAP_71","SRR24705540","2","Bacteria","23468278"
"EAP_71","SRR24705540","10239","Viruses","562747"
"EAP_71","SRR24705540","2759","Eukaryota","43423"
"EAP_71","SRR24705540","2157","Archaea","1019"
"EAP_75","SRR24705539","2","Bacteria","48712998"
"EAP_75","SRR24705539","10239","Viruses","983250"
"EAP_75","SRR24705539","2759","Eukaryota","6960"
"EAP_75","SRR24705539","2157","Archaea","453"
"EAP_77","SRR24705538","2","Bacteria","35596706"
"EAP_77","SRR24705538","10239","Viruses","446281"
"EAP_77","SRR24705538","2759","Eukaryota","2941"
"EAP_77","SRR24705538","2157","Archaea","209"
"EAP_84","SRR24705537","2","Bacteria","18285336"
"EAP_84","SRR24705537","10239","Viruses","362273"
"EAP_84","SRR24705537","2759","Eukaryota","29148"
"EAP_84","SRR24705537","2157","Archaea","1740"
"EAQ_33","SRR24705536","2","Bacteria","10109547"
"EAQ_33","SRR24705536","10239","Viruses","147745"
"EAQ_33","SRR24705536","2759","Eukaryota","5265"
"EAQ_33","SRR24705536","2157","Archaea","279"
"EAQ_46","SRR24705535","2","Bacteria","4832186"
"EAQ_46","SRR24705535","10239","Viruses","73326"
"EAQ_46","SRR24705535","2759","Eukaryota","3328"
"EAQ_46","SRR24705535","2157","Archaea","48"
"EAQ_47","SRR24705373","2","Bacteria","4978093"
"EAQ_47","SRR24705373","10239","Viruses","78298"
"EAQ_47","SRR24705373","2759","Eukaryota","1777"
"EAQ_47","SRR24705373","2157","Archaea","74"
"EAQ_48","SRR24705372","2","Bacteria","4088433"
"EAQ_48","SRR24705372","10239","Viruses","51620"
"EAQ_48","SRR24705372","2759","Eukaryota","1957"
"EAQ_48","SRR24705372","2157","Archaea","59"
"EAQ_49","SRR24705371","2","Bacteria","8981487"
"EAQ_49","SRR24705371","10239","Viruses","119443"
"EAQ_49","SRR24705371","2759","Eukaryota","3431"
"EAQ_49","SRR24705371","2157","Archaea","141"
"EAQ_50","SRR24705370","2","Bacteria","4778584"
"EAQ_50","SRR24705370","10239","Viruses","43439"
"EAQ_50","SRR24705370","2759","Eukaryota","1945"
"EAQ_50","SRR24705370","2157","Archaea","43"
"EAQ_51","SRR24705369","2","Bacteria","9253540"
"EAQ_51","SRR24705369","10239","Viruses","168737"
"EAQ_51","SRR24705369","2759","Eukaryota","10408"
"EAQ_51","SRR24705369","2157","Archaea","80"
"EAQ_52","SRR24705368","2","Bacteria","4272590"
"EAQ_52","SRR24705368","10239","Viruses","318137"
"EAQ_52","SRR24705368","2759","Eukaryota","55350"
"EAQ_52","SRR24705368","2157","Archaea","35"
"EAQ_53","SRR24705367","2","Bacteria","4032180"
"EAQ_53","SRR24705367","10239","Viruses","435648"
"EAQ_53","SRR24705367","2759","Eukaryota","32178"
"EAQ_53","SRR24705367","2157","Archaea","33"
"EAQ_54","SRR24705366","2","Bacteria","12105111"
"EAQ_54","SRR24705366","10239","Viruses","2459553"
"EAQ_54","SRR24705366","2759","Eukaryota","26787"
"EAQ_54","SRR24705366","2157","Archaea","999"
"EAQ_56","SRR24705365","2","Bacteria","4071538"
"EAQ_56","SRR24705365","10239","Viruses","601564"
"EAQ_56","SRR24705365","2759","Eukaryota","1703"
"EAQ_56","SRR24705365","2157","Archaea","258"
"EAQ_57","SRR24705364","2","Bacteria","12348814"
"EAQ_57","SRR24705364","10239","Viruses","1111720"
"EAQ_57","SRR24705364","2759","Eukaryota","7380"
"EAQ_57","SRR24705364","2157","Archaea","915"
"EAQ_58","SRR24705362","2","Bacteria","12135201"
"EAQ_58","SRR24705362","10239","Viruses","287903"
"EAQ_58","SRR24705362","2759","Eukaryota","18224"
"EAQ_58","SRR24705362","2157","Archaea","414"
"EAQ_63","SRR24705361","2","Bacteria","11468999"
"EAQ_63","SRR24705361","10239","Viruses","97538"
"EAQ_63","SRR24705361","2759","Eukaryota","7505"
"EAQ_63","SRR24705361","2157","Archaea","80"
"EAQ_65","SRR24705360","2","Bacteria","8332293"
"EAQ_65","SRR24705360","10239","Viruses","149772"
"EAQ_65","SRR24705360","2759","Eukaryota","3861"
"EAQ_65","SRR24705360","2157","Archaea","148"
"EAQ_72","SRR24705359","2","Bacteria","10577887"
"EAQ_72","SRR24705359","10239","Viruses","585878"
"EAQ_72","SRR24705359","2759","Eukaryota","1157"
"EAQ_72","SRR24705359","2157","Archaea","660"
"EAR_43","SRR24705358","2","Bacteria","16497972"
"EAR_43","SRR24705358","10239","Viruses","192122"
"EAR_43","SRR24705358","2759","Eukaryota","152421"
"EAR_43","SRR24705358","2157","Archaea","11952"
"EAR_51","SRR24705357","2","Bacteria","7511777"
"EAR_51","SRR24705357","10239","Viruses","74851"
"EAR_51","SRR24705357","2759","Eukaryota","1290"
"EAR_51","SRR24705357","2157","Archaea","1129"
"EAR_52","SRR24705356","2","Bacteria","9483779"
"EAR_52","SRR24705356","10239","Viruses","99251"
"EAR_52","SRR24705356","2759","Eukaryota","1629"
"EAR_52","SRR24705356","2157","Archaea","942"
"EAR_53","SRR24705355","2","Bacteria","13558190"
"EAR_53","SRR24705355","2759","Eukaryota","972444"
"EAR_53","SRR24705355","10239","Viruses","122213"
"EAR_53","SRR24705355","2157","Archaea","2967"
"EAR_54","SRR24705354","2","Bacteria","44911691"
"EAR_54","SRR24705354","10239","Viruses","516189"
"EAR_54","SRR24705354","2157","Archaea","16906"
"EAR_54","SRR24705354","2759","Eukaryota","7159"
"EAR_55","SRR24705353","2","Bacteria","12358472"
"EAR_55","SRR24705353","10239","Viruses","180065"
"EAR_55","SRR24705353","2759","Eukaryota","27688"
"EAR_55","SRR24705353","2157","Archaea","7933"
"EAR_56","SRR24705351","2","Bacteria","12934100"
"EAR_56","SRR24705351","2759","Eukaryota","507021"
"EAR_56","SRR24705351","10239","Viruses","100783"
"EAR_56","SRR24705351","2157","Archaea","12229"
"EAR_57","SRR24705350","2","Bacteria","11810802"
"EAR_57","SRR24705350","10239","Viruses","109547"
"EAR_57","SRR24705350","2157","Archaea","5613"
"EAR_57","SRR24705350","2759","Eukaryota","1728"
"EAR_58","SRR24705349","2","Bacteria","49749816"
"EAR_58","SRR24705349","2759","Eukaryota","3315001"
"EAR_58","SRR24705349","10239","Viruses","322343"
"EAR_58","SRR24705349","2157","Archaea","10688"
"EAR_59","SRR24705348","2","Bacteria","11780027"
"EAR_59","SRR24705348","10239","Viruses","58749"
"EAR_59","SRR24705348","2759","Eukaryota","5147"
"EAR_59","SRR24705348","2157","Archaea","2103"
"EAR_60","SRR24705347","2","Bacteria","14423471"
"EAR_60","SRR24705347","10239","Viruses","114690"
"EAR_60","SRR24705347","2759","Eukaryota","89718"
"EAR_60","SRR24705347","2157","Archaea","3107"
"EAR_62","SRR24705346","2","Bacteria","17198123"
"EAR_62","SRR24705346","10239","Viruses","199341"
"EAR_62","SRR24705346","2759","Eukaryota","35617"
"EAR_62","SRR24705346","2157","Archaea","1809"
"EAR_63","SRR24705345","2","Bacteria","16779610"
"EAR_63","SRR24705345","10239","Viruses","213133"
"EAR_63","SRR24705345","2759","Eukaryota","20632"
"EAR_63","SRR24705345","2157","Archaea","1934"
"EAR_66","SRR24705344","2","Bacteria","10734175"
"EAR_66","SRR24705344","10239","Viruses","98026"
"EAR_66","SRR24705344","2759","Eukaryota","583"
"EAR_66","SRR24705344","2157","Archaea","487"
"EAR_67","SRR24705343","2","Bacteria","14229338"
"EAR_67","SRR24705343","10239","Viruses","187060"
"EAR_67","SRR24705343","2157","Archaea","9453"
"EAR_67","SRR24705343","2759","Eukaryota","1511"
"EAR_72","SRR24705342","2","Bacteria","22468625"
"EAR_72","SRR24705342","10239","Viruses","233381"
"EAR_72","SRR24705342","2157","Archaea","6619"
"EAR_72","SRR24705342","2759","Eukaryota","2759"
"EAS_25","SRR24705116","2","Bacteria","19513045"
"EAS_25","SRR24705116","10239","Viruses","211883"
"EAS_25","SRR24705116","2759","Eukaryota","44384"
"EAS_25","SRR24705116","2157","Archaea","1555"
"EAS_37","SRR24705115","2","Bacteria","15408684"
"EAS_37","SRR24705115","2759","Eukaryota","200321"
"EAS_37","SRR24705115","10239","Viruses","109645"
"EAS_37","SRR24705115","2157","Archaea","1199"
"EAS_38","SRR24705114","2","Bacteria","17396361"
"EAS_38","SRR24705114","2759","Eukaryota","158260"
"EAS_38","SRR24705114","10239","Viruses","102430"
"EAS_38","SRR24705114","2157","Archaea","410"
"EAS_39","SRR24705113","2","Bacteria","11836960"
"EAS_39","SRR24705113","10239","Viruses","75367"
"EAS_39","SRR24705113","2759","Eukaryota","3164"
"EAS_39","SRR24705113","2157","Archaea","310"
"EAS_40","SRR24705112","2","Bacteria","1737585"
"EAS_40","SRR24705112","10239","Viruses","10623"
"EAS_40","SRR24705112","2759","Eukaryota","3748"
"EAS_40","SRR24705112","2157","Archaea","15"
"EAS_41","SRR24705111","2","Bacteria","54579378"
"EAS_41","SRR24705111","10239","Viruses","516557"
"EAS_41","SRR24705111","2759","Eukaryota","39775"
"EAS_41","SRR24705111","2157","Archaea","1283"
"EAS_42","SRR24705110","2","Bacteria","19852006"
"EAS_42","SRR24705110","10239","Viruses","146663"
"EAS_42","SRR24705110","2759","Eukaryota","20582"
"EAS_42","SRR24705110","2157","Archaea","1275"
"EAS_43","SRR24705109","2","Bacteria","13491158"
"EAS_43","SRR24705109","10239","Viruses","96110"
"EAS_43","SRR24705109","2759","Eukaryota","17617"
"EAS_43","SRR24705109","2157","Archaea","679"
"EAS_44","SRR24705108","2","Bacteria","16599598"
"EAS_44","SRR24705108","10239","Viruses","105532"
"EAS_44","SRR24705108","2759","Eukaryota","38556"
"EAS_44","SRR24705108","2157","Archaea","2462"
"EAS_45","SRR24705107","2","Bacteria","36110432"
"EAS_45","SRR24705107","10239","Viruses","312652"
"EAS_45","SRR24705107","2759","Eukaryota","21265"
"EAS_45","SRR24705107","2157","Archaea","536"
"EAS_46","SRR24705105","2","Bacteria","18790797"
"EAS_46","SRR24705105","10239","Viruses","136765"
"EAS_46","SRR24705105","2759","Eukaryota","52763"
"EAS_46","SRR24705105","2157","Archaea","1737"
"EAS_47","SRR24705104","2","Bacteria","41055227"
"EAS_47","SRR24705104","2759","Eukaryota","382220"
"EAS_47","SRR24705104","10239","Viruses","272243"
