"sample_name","acc","tax_id","name","total_count"
"BAP_30","SRR24705443","2157","Archaea","221"
"BAP_31","SRR24705442","2","Bacteria","14856158"
"BAP_31","SRR24705442","10239","Viruses","46635"
"BAP_31","SRR24705442","2759","Eukaryota","37058"
"BAP_31","SRR24705442","2157","Archaea","127"
"BAP_33","SRR24705441","2","Bacteria","12309328"
"BAP_33","SRR24705441","10239","Viruses","38296"
"BAP_33","SRR24705441","2759","Eukaryota","29221"
"BAP_33","SRR24705441","2157","Archaea","561"
"BAP_36","SRR24705440","2","Bacteria","25506493"
"BAP_36","SRR24705440","10239","Viruses","89729"
"BAP_36","SRR24705440","2759","Eukaryota","12075"
"BAP_36","SRR24705440","2157","Archaea","556"
"BAP_38","SRR24705438","2","Bacteria","21757322"
"BAP_38","SRR24705438","10239","Viruses","72451"
"BAP_38","SRR24705438","2759","Eukaryota","3976"
"BAP_38","SRR24705438","2157","Archaea","276"
"BAP_42","SRR24705213","2","Bacteria","16998634"
"BAP_42","SRR24705213","10239","Viruses","62055"
"BAP_42","SRR24705213","2759","Eukaryota","13966"
"BAP_42","SRR24705213","2157","Archaea","191"
"BAP_8","SRR24705454","2","Bacteria","5172375"
"BAP_8","SRR24705454","10239","Viruses","28587"
"BAP_8","SRR24705454","2759","Eukaryota","470"
"BAP_8","SRR24705454","2157","Archaea","56"
"CAA_15","SRR29697129","2","Bacteria","34108332"
"CAA_15","SRR29697129","10239","Viruses","122886"
"CAA_15","SRR29697129","2759","Eukaryota","6743"
"CAA_15","SRR29697129","2157","Archaea","457"
"CAA_16","SRR29697118","2","Bacteria","31180947"
"CAA_16","SRR29697118","10239","Viruses","171378"
"CAA_16","SRR29697118","2759","Eukaryota","6892"
"CAA_16","SRR29697118","2157","Archaea","363"
"CAA_17","SRR29697107","2","Bacteria","35359018"
"CAA_17","SRR29697107","10239","Viruses","244141"
"CAA_17","SRR29697107","2759","Eukaryota","4590"
"CAA_17","SRR29697107","2157","Archaea","534"
"CAA_18","SRR29697096","2","Bacteria","38079357"
"CAA_18","SRR29697096","10239","Viruses","267148"
"CAA_18","SRR29697096","2759","Eukaryota","4639"
"CAA_18","SRR29697096","2157","Archaea","485"
"CAA_19","SRR29697085","2","Bacteria","81199332"
"CAA_19","SRR29697085","10239","Viruses","612581"
"CAA_19","SRR29697085","2759","Eukaryota","28032"
"CAA_19","SRR29697085","2157","Archaea","853"
"CAA_20","SRR29697074","2","Bacteria","34523018"
"CAA_20","SRR29697074","10239","Viruses","219466"
"CAA_20","SRR29697074","2759","Eukaryota","25242"
"CAA_20","SRR29697074","2157","Archaea","200"
"CAA_21","SRR29697063","2","Bacteria","38041623"
"CAA_21","SRR29697063","10239","Viruses","194623"
"CAA_21","SRR29697063","2759","Eukaryota","2519"
"CAA_21","SRR29697063","2157","Archaea","361"
"CAA_22","SRR29697052","2","Bacteria","35964755"
"CAA_22","SRR29697052","10239","Viruses","131536"
"CAA_22","SRR29697052","2759","Eukaryota","2564"
"CAA_22","SRR29697052","2157","Archaea","451"
"CAA_23","SRR29697051","2","Bacteria","15898692"
"CAA_23","SRR29697051","10239","Viruses","67803"
"CAA_23","SRR29697051","2759","Eukaryota","1311"
"CAA_23","SRR29697051","2157","Archaea","306"
"CAA_24","SRR29697128","2","Bacteria","31960126"
"CAA_24","SRR29697128","10239","Viruses","292023"
"CAA_24","SRR29697128","2759","Eukaryota","3249"
"CAA_24","SRR29697128","2157","Archaea","276"
"CAA_25","SRR29697127","2","Bacteria","35302061"
"CAA_25","SRR29697127","10239","Viruses","254078"
"CAA_25","SRR29697127","2759","Eukaryota","3570"
"CAA_25","SRR29697127","2157","Archaea","535"
"CAA_26","SRR29697126","2","Bacteria","36919542"
"CAA_26","SRR29697126","10239","Viruses","246125"
"CAA_26","SRR29697126","2759","Eukaryota","24487"
"CAA_26","SRR29697126","2157","Archaea","467"
"CAA_27","SRR29697125","2","Bacteria","32903061"
"CAA_27","SRR29697125","10239","Viruses","101126"
"CAA_27","SRR29697125","2759","Eukaryota","51222"
"CAA_27","SRR29697125","2157","Archaea","117"
"CAA_28","SRR29697124","2","Bacteria","34077705"
"CAA_28","SRR29697124","10239","Viruses","284343"
"CAA_28","SRR29697124","2759","Eukaryota","18528"
"CAA_28","SRR29697124","2157","Archaea","493"
"CAA_29","SRR29697123","2","Bacteria","37874708"
"CAA_29","SRR29697123","10239","Viruses","152480"
"CAA_29","SRR29697123","2759","Eukaryota","3316"
"CAA_29","SRR29697123","2157","Archaea","328"
"CAA_5","SRR29697130","2","Bacteria","22183079"
"CAA_5","SRR29697130","10239","Viruses","134752"
"CAA_5","SRR29697130","2759","Eukaryota","30126"
"CAA_5","SRR29697130","2157","Archaea","623"
"CAC_18","SRR29697086","2","Bacteria","17526322"
"CAC_18","SRR29697086","10239","Viruses","151129"
"CAC_18","SRR29697086","2759","Eukaryota","8918"
"CAC_18","SRR29697086","2157","Archaea","748"
"CAC_19","SRR29697084","2","Bacteria","16981988"
"CAC_19","SRR29697084","10239","Viruses","129343"
"CAC_19","SRR29697084","2759","Eukaryota","16885"
"CAC_19","SRR29697084","2157","Archaea","1403"
"CAC_20","SRR29697083","2","Bacteria","28843689"
"CAC_20","SRR29697083","10239","Viruses","256592"
"CAC_20","SRR29697083","2759","Eukaryota","29251"
"CAC_20","SRR29697083","2157","Archaea","1111"
"CAC_21","SRR29697082","2","Bacteria","28999966"
"CAC_21","SRR29697082","10239","Viruses","240087"
"CAC_21","SRR29697082","2759","Eukaryota","4686"
"CAC_21","SRR29697082","2157","Archaea","1120"
"CAC_22","SRR29697081","2","Bacteria","28862548"
"CAC_22","SRR29697081","10239","Viruses","330881"
"CAC_22","SRR29697081","2759","Eukaryota","2787"
"CAC_22","SRR29697081","2157","Archaea","917"
"CAC_23","SRR29697080","2","Bacteria","27880717"
"CAC_23","SRR29697080","10239","Viruses","326903"
"CAC_23","SRR29697080","2759","Eukaryota","9955"
"CAC_23","SRR29697080","2157","Archaea","730"
"CAC_24","SRR29697079","2","Bacteria","29263754"
"CAC_24","SRR29697079","10239","Viruses","286720"
"CAC_24","SRR29697079","2759","Eukaryota","2491"
"CAC_24","SRR29697079","2157","Archaea","1955"
"CAC_25","SRR29697078","2","Bacteria","31726867"
"CAC_25","SRR29697078","10239","Viruses","267198"
"CAC_25","SRR29697078","2759","Eukaryota","33347"
"CAC_25","SRR29697078","2157","Archaea","687"
"CAC_26","SRR29697077","2","Bacteria","28873633"
"CAC_26","SRR29697077","10239","Viruses","218899"
"CAC_26","SRR29697077","2759","Eukaryota","39231"
"CAC_26","SRR29697077","2157","Archaea","1274"
"CAC_27","SRR29697076","2","Bacteria","34094988"
"CAC_27","SRR29697076","10239","Viruses","201964"
"CAC_27","SRR29697076","2759","Eukaryota","5765"
"CAC_27","SRR29697076","2157","Archaea","1359"
"CAC_28","SRR29697075","2","Bacteria","38091235"
"CAC_28","SRR29697075","10239","Viruses","137836"
"CAC_28","SRR29697075","2759","Eukaryota","49097"
"CAC_28","SRR29697075","2157","Archaea","621"
"CAC_29","SRR29697073","2","Bacteria","28940288"
"CAC_29","SRR29697073","10239","Viruses","125289"
"CAC_29","SRR29697073","2759","Eukaryota","6247"
"CAC_29","SRR29697073","2157","Archaea","172"
"CAC_30","SRR29697072","2","Bacteria","27480656"
"CAC_30","SRR29697072","10239","Viruses","598703"
"CAC_30","SRR29697072","2157","Archaea","457278"
"CAC_30","SRR29697072","2759","Eukaryota","449655"
"CAC_31","SRR29697071","2","Bacteria","16635120"
"CAC_31","SRR29697071","10239","Viruses","425069"
"CAC_31","SRR29697071","2759","Eukaryota","248920"
"CAC_31","SRR29697071","2157","Archaea","197728"
"CAC_37","SRR29697070","2","Bacteria","29147172"
"CAC_37","SRR29697070","10239","Viruses","259789"
"CAC_37","SRR29697070","2759","Eukaryota","27016"
"CAC_37","SRR29697070","2157","Archaea","827"
"CAC_9","SRR29697087","2","Bacteria","41858521"
"CAC_9","SRR29697087","10239","Viruses","395461"
"CAC_9","SRR29697087","2157","Archaea","2430"
"CAC_9","SRR29697087","2759","Eukaryota","2024"
"CAK_18","SRR29697121","2","Bacteria","30542731"
"CAK_18","SRR29697121","10239","Viruses","853541"
"CAK_18","SRR29697121","2157","Archaea","48625"
"CAK_18","SRR29697121","2759","Eukaryota","1760"
"CAK_19","SRR29697120","2","Bacteria","29782752"
"CAK_19","SRR29697120","10239","Viruses","370827"
"CAK_19","SRR29697120","2157","Archaea","16127"
"CAK_19","SRR29697120","2759","Eukaryota","3069"
"CAK_20","SRR29697119","2","Bacteria","30817374"
"CAK_20","SRR29697119","10239","Viruses","900857"
"CAK_20","SRR29697119","2157","Archaea","44383"
"CAK_20","SRR29697119","2759","Eukaryota","5532"
"CAK_21","SRR29697117","2","Bacteria","29866977"
"CAK_21","SRR29697117","10239","Viruses","927737"
"CAK_21","SRR29697117","2157","Archaea","48506"
"CAK_21","SRR29697117","2759","Eukaryota","1332"
"CAK_22","SRR29697116","2","Bacteria","26962231"
"CAK_22","SRR29697116","10239","Viruses","569035"
"CAK_22","SRR29697116","2157","Archaea","12675"
"CAK_22","SRR29697116","2759","Eukaryota","3360"
"CAK_23","SRR29697115","2","Bacteria","32684242"
"CAK_23","SRR29697115","10239","Viruses","723807"
"CAK_23","SRR29697115","2157","Archaea","15749"
"CAK_23","SRR29697115","2759","Eukaryota","3760"
"CAK_24","SRR29697114","2","Bacteria","38805483"
"CAK_24","SRR29697114","10239","Viruses","617750"
"CAK_24","SRR29697114","2157","Archaea","43563"
"CAK_24","SRR29697114","2759","Eukaryota","2600"
"CAK_25","SRR29697113","2","Bacteria","28343275"
"CAK_25","SRR29697113","10239","Viruses","573069"
"CAK_25","SRR29697113","2157","Archaea","56826"
"CAK_25","SRR29697113","2759","Eukaryota","7674"
"CAK_26","SRR29697112","2","Bacteria","29617108"
"CAK_26","SRR29697112","10239","Viruses","938800"
"CAK_26","SRR29697112","2157","Archaea","51414"
"CAK_26","SRR29697112","2759","Eukaryota","1804"
"CAK_27","SRR29697111","2","Bacteria","29727719"
"CAK_27","SRR29697111","10239","Viruses","1075364"
"CAK_27","SRR29697111","2157","Archaea","46802"
"CAK_27","SRR29697111","2759","Eukaryota","6308"
"CAK_28","SRR29697110","2","Bacteria","11765168"
"CAK_28","SRR29697110","10239","Viruses","124582"
"CAK_28","SRR29697110","2157","Archaea","17718"
"CAK_28","SRR29697110","2759","Eukaryota","555"
"CAK_29","SRR29697109","2","Bacteria","29034676"
"CAK_29","SRR29697109","10239","Viruses","920042"
"CAK_29","SRR29697109","2157","Archaea","119319"
"CAK_29","SRR29697109","2759","Eukaryota","28311"
"CAK_30","SRR29697108","2","Bacteria","13437970"
"CAK_30","SRR29697108","10239","Viruses","443809"
"CAK_30","SRR29697108","2157","Archaea","9397"
"CAK_30","SRR29697108","2759","Eukaryota","9350"
"CAK_31","SRR29697106","2","Bacteria","30402566"
"CAK_31","SRR29697106","10239","Viruses","1031943"
"CAK_31","SRR29697106","2157","Archaea","58219"
"CAK_31","SRR29697106","2759","Eukaryota","3726"
"CAK_36","SRR29697105","2","Bacteria","35856376"
"CAK_36","SRR29697105","10239","Viruses","921831"
"CAK_36","SRR29697105","2157","Archaea","69446"
"CAK_36","SRR29697105","2759","Eukaryota","1757"
"CAK_9","SRR29697122","2","Bacteria","44631567"
"CAK_9","SRR29697122","10239","Viruses","788842"
"CAK_9","SRR29697122","2157","Archaea","28017"
"CAK_9","SRR29697122","2759","Eukaryota","3556"
"CAM_18","SRR29697103","2","Bacteria","32217973"
"CAM_18","SRR29697103","10239","Viruses","474696"
"CAM_18","SRR29697103","2759","Eukaryota","157079"
"CAM_18","SRR29697103","2157","Archaea","16401"
"CAM_19","SRR29697102","2","Bacteria","31746912"
"CAM_19","SRR29697102","10239","Viruses","456105"
"CAM_19","SRR29697102","2759","Eukaryota","273637"
"CAM_19","SRR29697102","2157","Archaea","83726"
"CAM_20","SRR29697101","2","Bacteria","12891670"
"CAM_20","SRR29697101","10239","Viruses","98826"
"CAM_20","SRR29697101","2157","Archaea","7097"
"CAM_20","SRR29697101","2759","Eukaryota","6594"
"CAM_21","SRR29697100","2","Bacteria","20517266"
"CAM_21","SRR29697100","10239","Viruses","217826"
"CAM_21","SRR29697100","2759","Eukaryota","26796"
"CAM_21","SRR29697100","2157","Archaea","9749"
"CAM_22","SRR29697099","2","Bacteria","23809435"
"CAM_22","SRR29697099","10239","Viruses","310569"
"CAM_22","SRR29697099","2157","Archaea","28433"
"CAM_22","SRR29697099","2759","Eukaryota","19904"
"CAM_26","SRR29697098","2","Bacteria","35357375"
"CAM_26","SRR29697098","10239","Viruses","510448"
"CAM_26","SRR29697098","2759","Eukaryota","52714"
"CAM_26","SRR29697098","2157","Archaea","35303"
"CAM_27","SRR29697097","2","Bacteria","39619344"
"CAM_27","SRR29697097","10239","Viruses","432461"
"CAM_27","SRR29697097","2759","Eukaryota","68454"
"CAM_27","SRR29697097","2157","Archaea","8674"
"CAM_29","SRR29697095","2","Bacteria","23937952"
"CAM_29","SRR29697095","10239","Viruses","654686"
"CAM_29","SRR29697095","2759","Eukaryota","27390"
"CAM_29","SRR29697095","2157","Archaea","8366"
"CAM_30","SRR29697094","2","Bacteria","28442666"
"CAM_30","SRR29697094","10239","Viruses","343817"
"CAM_30","SRR29697094","2759","Eukaryota","211757"
"CAM_30","SRR29697094","2157","Archaea","55753"
"CAM_31","SRR29697093","2","Bacteria","39228859"
"CAM_31","SRR29697093","10239","Viruses","746050"
"CAM_31","SRR29697093","2157","Archaea","95957"
"CAM_31","SRR29697093","2759","Eukaryota","50454"
"CAM_36","SRR29697092","2","Bacteria","41072147"
"CAM_36","SRR29697092","10239","Viruses","654230"
"CAM_36","SRR29697092","2759","Eukaryota","293979"
"CAM_36","SRR29697092","2157","Archaea","86750"
"CAM_37","SRR29697091","2","Bacteria","32711109"
"CAM_37","SRR29697091","10239","Viruses","292346"
"CAM_37","SRR29697091","2157","Archaea","121533"
"CAM_37","SRR29697091","2759","Eukaryota","43298"
"CAM_38","SRR29697090","2","Bacteria","38769377"
"CAM_38","SRR29697090","10239","Viruses","317580"
"CAM_38","SRR29697090","2759","Eukaryota","233458"
"CAM_38","SRR29697090","2157","Archaea","120258"
"CAM_39","SRR29697089","2","Bacteria","34424611"
"CAM_39","SRR29697089","10239","Viruses","191438"
"CAM_39","SRR29697089","2759","Eukaryota","131521"
"CAM_39","SRR29697089","2157","Archaea","77877"
"CAM_40","SRR29697088","2","Bacteria","41539133"
"CAM_40","SRR29697088","2759","Eukaryota","339479"
"CAM_40","SRR29697088","2157","Archaea","52471"
"CAM_40","SRR29697088","10239","Viruses","48308"
"CAM_8","SRR29697104","2","Bacteria","33990027"
"CAM_8","SRR29697104","10239","Viruses","723431"
"CAM_8","SRR29697104","2157","Archaea","21745"
"CAM_8","SRR29697104","2759","Eukaryota","6455"
"CAN_10","SRR29697069","2","Bacteria","38194526"
"CAN_10","SRR29697069","10239","Viruses","240289"
"CAN_10","SRR29697069","2759","Eukaryota","24852"
"CAN_10","SRR29697069","2157","Archaea","321"
"CAN_19","SRR29697068","2","Bacteria","34853108"
"CAN_19","SRR29697068","10239","Viruses","186368"
"CAN_19","SRR29697068","2759","Eukaryota","3526"
"CAN_19","SRR29697068","2157","Archaea","55"
"CAN_20","SRR29697067","2","Bacteria","31534227"
"CAN_20","SRR29697067","10239","Viruses","139811"
"CAN_20","SRR29697067","2759","Eukaryota","13173"
"CAN_20","SRR29697067","2157","Archaea","39"
"CAN_21","SRR29697066","2","Bacteria","45994621"
"CAN_21","SRR29697066","10239","Viruses","239267"
"CAN_21","SRR29697066","2759","Eukaryota","5707"
"CAN_21","SRR29697066","2157","Archaea","37"
"CAN_22","SRR29697065","2","Bacteria","38915054"
"CAN_22","SRR29697065","10239","Viruses","204039"
"CAN_22","SRR29697065","2759","Eukaryota","77469"
"CAN_22","SRR29697065","2157","Archaea","174"
"CAN_23","SRR29697064","2","Bacteria","31654569"
"CAN_23","SRR29697064","10239","Viruses","133759"
"CAN_23","SRR29697064","2759","Eukaryota","116483"
"CAN_23","SRR29697064","2157","Archaea","511"
"CAN_25","SRR29697062","2","Bacteria","40053760"
"CAN_25","SRR29697062","10239","Viruses","192799"
"CAN_25","SRR29697062","2759","Eukaryota","78725"
"CAN_25","SRR29697062","2157","Archaea","256"
"CAN_26","SRR29697061","2","Bacteria","47076599"
"CAN_26","SRR29697061","10239","Viruses","519324"
"CAN_26","SRR29697061","2759","Eukaryota","26062"
"CAN_26","SRR29697061","2157","Archaea","385"
"CAN_27","SRR29697060","2","Bacteria","34936180"
"CAN_27","SRR29697060","10239","Viruses","176249"
"CAN_27","SRR29697060","2759","Eukaryota","35453"
"CAN_27","SRR29697060","2157","Archaea","197"
"CAN_29","SRR29697059","2","Bacteria","32842775"
"CAN_29","SRR29697059","10239","Viruses","167663"
"CAN_29","SRR29697059","2759","Eukaryota","18044"
"CAN_29","SRR29697059","2157","Archaea","136"
"CAN_30","SRR29697058","2","Bacteria","34623395"
"CAN_30","SRR29697058","10239","Viruses","177212"
"CAN_30","SRR29697058","2759","Eukaryota","3935"
"CAN_30","SRR29697058","2157","Archaea","290"
"CAN_31","SRR29697057","2","Bacteria","6340079"
"CAN_31","SRR29697057","10239","Viruses","44604"
"CAN_31","SRR29697057","2759","Eukaryota","1860"
"CAN_31","SRR29697057","2157","Archaea","166"
"CAN_36","SRR29697056","2","Bacteria","38823677"
"CAN_36","SRR29697056","2759","Eukaryota","100125"
"CAN_36","SRR29697056","10239","Viruses","99702"
"CAN_36","SRR29697056","2157","Archaea","89"
"CAN_37","SRR29697055","2","Bacteria","42877125"
"CAN_37","SRR29697055","10239","Viruses","275072"
"CAN_37","SRR29697055","2759","Eukaryota","17698"
"CAN_37","SRR29697055","2157","Archaea","549"
"CAN_38","SRR29697054","2","Bacteria","39566363"
"CAN_38","SRR29697054","10239","Viruses","171354"
"CAN_38","SRR29697054","2759","Eukaryota","17817"
"CAN_38","SRR29697054","2157","Archaea","521"
"CAN_39","SRR29697053","2","Bacteria","30476300"
"CAN_39","SRR29697053","10239","Viruses","131737"
"CAN_39","SRR29697053","2759","Eukaryota","4856"
"CAN_39","SRR29697053","2157","Archaea","26"
"DAE_104","SRR24705196","2","Bacteria","5215147"
"DAE_104","SRR24705196","10239","Viruses","67973"
"DAE_104","SRR24705196","2759","Eukaryota","3547"
"DAE_104","SRR24705196","2157","Archaea","257"
"DAE_62","SRR24705212","2","Bacteria","6286932"
"DAE_62","SRR24705212","10239","Viruses","72158"
"DAE_62","SRR24705212","2759","Eukaryota","4441"
"DAE_62","SRR24705212","2157","Archaea","162"
"DAE_79","SRR24705211","2","Bacteria","9215688"
"DAE_79","SRR24705211","10239","Viruses","132428"
"DAE_79","SRR24705211","2759","Eukaryota","11829"
"DAE_79","SRR24705211","2157","Archaea","753"
"DAE_80","SRR24705210","2","Bacteria","4627845"
"DAE_80","SRR24705210","10239","Viruses","61645"
"DAE_80","SRR24705210","2759","Eukaryota","1053"
"DAE_80","SRR24705210","2157","Archaea","102"
"DAE_81","SRR24705209","2","Bacteria","6734128"
"DAE_81","SRR24705209","10239","Viruses","98725"
"DAE_81","SRR24705209","2759","Eukaryota","4624"
"DAE_81","SRR24705209","2157","Archaea","103"
"DAE_82","SRR24705208","2","Bacteria","4918980"
"DAE_82","SRR24705208","10239","Viruses","86948"
"DAE_82","SRR24705208","2759","Eukaryota","993"
"DAE_82","SRR24705208","2157","Archaea","150"
"DAE_83","SRR24705207","2","Bacteria","4924011"
"DAE_83","SRR24705207","10239","Viruses","119419"
"DAE_83","SRR24705207","2759","Eukaryota","2146"
"DAE_83","SRR24705207","2157","Archaea","99"
"DAE_84","SRR24705206","2","Bacteria","4454171"
"DAE_84","SRR24705206","10239","Viruses","56028"
"DAE_84","SRR24705206","2759","Eukaryota","7732"
"DAE_84","SRR24705206","2157","Archaea","252"
"DAE_85","SRR24705205","2","Bacteria","8788512"
"DAE_85","SRR24705205","10239","Viruses","143658"
"DAE_85","SRR24705205","2759","Eukaryota","2387"
"DAE_85","SRR24705205","2157","Archaea","379"
"DAE_86","SRR24705203","2","Bacteria","7144212"
"DAE_86","SRR24705203","10239","Viruses","127034"
"DAE_86","SRR24705203","2759","Eukaryota","1678"
"DAE_86","SRR24705203","2157","Archaea","142"
"DAE_87","SRR24705202","2","Bacteria","31611852"
"DAE_87","SRR24705202","10239","Viruses","611687"
"DAE_87","SRR24705202","2759","Eukaryota","38455"
"DAE_87","SRR24705202","2157","Archaea","145"
"DAE_88","SRR24705201","2","Bacteria","9749018"
"DAE_88","SRR24705201","10239","Viruses","268702"
"DAE_88","SRR24705201","2759","Eukaryota","4208"
"DAE_88","SRR24705201","2157","Archaea","540"
"DAE_89","SRR24705200","2","Bacteria","4040585"
"DAE_89","SRR24705200","10239","Viruses","58272"
"DAE_89","SRR24705200","2759","Eukaryota","4527"
"DAE_89","SRR24705200","2157","Archaea","582"
"DAE_91","SRR24705199","2","Bacteria","5438782"
"DAE_91","SRR24705199","10239","Viruses","63443"
"DAE_91","SRR24705199","2759","Eukaryota","1587"
"DAE_91","SRR24705199","2157","Archaea","27"
"DAE_95","SRR24705198","2","Bacteria","6075581"
"DAE_95","SRR24705198","10239","Viruses","75723"
"DAE_95","SRR24705198","2759","Eukaryota","2873"
"DAE_95","SRR24705198","2157","Archaea","154"
"DAE_97","SRR24705197","2","Bacteria","5250224"
"DAE_97","SRR24705197","10239","Viruses","55573"
"DAE_97","SRR24705197","2759","Eukaryota","1227"
"DAE_97","SRR24705197","2157","Archaea","340"
"DAL_72","SRR24705195","2","Bacteria","4885119"
"DAL_72","SRR24705195","10239","Viruses","75693"
"DAL_72","SRR24705195","2157","Archaea","326"
"DAL_72","SRR24705195","2759","Eukaryota","297"
"DAL_80","SRR24705194","2","Bacteria","5812872"
"DAL_80","SRR24705194","10239","Viruses","174888"
"DAL_80","SRR24705194","2759","Eukaryota","662"
"DAL_80","SRR24705194","2157","Archaea","323"
"DAL_81","SRR24705192","2","Bacteria","5373819"
"DAL_81","SRR24705192","10239","Viruses","217003"
"DAL_81","SRR24705192","2759","Eukaryota","1263"
"DAL_81","SRR24705192","2157","Archaea","684"
"DAL_82","SRR24705191","2","Bacteria","4247725"
"DAL_82","SRR24705191","10239","Viruses","286949"
"DAL_82","SRR24705191","2157","Archaea","485"
"DAL_82","SRR24705191","2759","Eukaryota","357"
"DAL_83","SRR24705190","2","Bacteria","4569505"
"DAL_83","SRR24705190","10239","Viruses","92922"
"DAL_83","SRR24705190","2759","Eukaryota","1531"
"DAL_83","SRR24705190","2157","Archaea","758"
"DAL_84","SRR24705189","2","Bacteria","6518910"
"DAL_84","SRR24705189","10239","Viruses","157850"
"DAL_84","SRR24705189","2759","Eukaryota","4284"
"DAL_84","SRR24705189","2157","Archaea","754"
"DAL_85","SRR24705188","2","Bacteria","7566505"
"DAL_85","SRR24705188","10239","Viruses","123130"
"DAL_85","SRR24705188","2759","Eukaryota","1029"
"DAL_85","SRR24705188","2157","Archaea","219"
"DAL_86","SRR24705187","2","Bacteria","4780641"
"DAL_86","SRR24705187","10239","Viruses","27923"
"DAL_86","SRR24705187","2759","Eukaryota","8888"
"DAL_86","SRR24705187","2157","Archaea","147"
"DAL_87","SRR24705186","2","Bacteria","5063080"
"DAL_87","SRR24705186","10239","Viruses","40927"
"DAL_87","SRR24705186","2759","Eukaryota","668"
"DAL_87","SRR24705186","2157","Archaea","98"
"DAL_89","SRR24705185","2","Bacteria","5129715"
"DAL_89","SRR24705185","10239","Viruses","51334"
"DAL_89","SRR24705185","2759","Eukaryota","1959"
"DAL_89","SRR24705185","2157","Archaea","109"
"DAL_90","SRR24705184","2","Bacteria","5728970"
"DAL_90","SRR24705184","10239","Viruses","89476"
"DAL_90","SRR24705184","2157","Archaea","302"
"DAL_90","SRR24705184","2759","Eukaryota","203"
"DAL_91","SRR24705183","2","Bacteria","4844551"
"DAL_91","SRR24705183","10239","Viruses","103563"
"DAL_91","SRR24705183","2759","Eukaryota","619"
"DAL_91","SRR24705183","2157","Archaea","210"
"DAL_92","SRR24705436","2","Bacteria","3116573"
"DAL_92","SRR24705436","10239","Viruses","71814"
"DAL_92","SRR24705436","2759","Eukaryota","588"
"DAL_92","SRR24705436","2157","Archaea","138"
"DAL_93","SRR24705435","2","Bacteria","5971909"
"DAL_93","SRR24705435","10239","Viruses","192416"
"DAL_93","SRR24705435","2759","Eukaryota","1390"
"DAL_93","SRR24705435","2157","Archaea","152"
"DAL_95","SRR24705434","2","Bacteria","6865753"
"DAL_95","SRR24705434","10239","Viruses","90502"
"DAL_95","SRR24705434","2759","Eukaryota","3915"
"DAL_95","SRR24705434","2157","Archaea","423"
"DAL_98","SRR24705433","2","Bacteria","4998215"
"DAL_98","SRR24705433","10239","Viruses","562542"
"DAL_98","SRR24705433","2759","Eukaryota","2379"
"DAL_98","SRR24705433","2157","Archaea","533"
"DAO_60","SRR24705432","2","Bacteria","5442997"
"DAO_60","SRR24705432","10239","Viruses","47494"
"DAO_60","SRR24705432","2759","Eukaryota","633"
"DAO_60","SRR24705432","2157","Archaea","60"
"DAO_72","SRR24705431","2","Bacteria","17402081"
"DAO_72","SRR24705431","10239","Viruses","146708"
"DAO_72","SRR24705431","2759","Eukaryota","1636"
"DAO_72","SRR24705431","2157","Archaea","172"
"DAO_73","SRR24705430","2","Bacteria","6203446"
"DAO_73","SRR24705430","10239","Viruses","59098"
"DAO_73","SRR24705430","2759","Eukaryota","1772"
"DAO_73","SRR24705430","2157","Archaea","58"
"DAO_74","SRR24705429","2","Bacteria","7390528"
"DAO_74","SRR24705429","10239","Viruses","62768"
"DAO_74","SRR24705429","2759","Eukaryota","1234"
"DAO_74","SRR24705429","2157","Archaea","69"
"DAO_75","SRR24705428","2","Bacteria","4143180"
"DAO_75","SRR24705428","10239","Viruses","47294"
"DAO_75","SRR24705428","2759","Eukaryota","2915"
"DAO_75","SRR24705428","2157","Archaea","287"
"DAO_76","SRR24705427","2","Bacteria","6091190"
"DAO_76","SRR24705427","10239","Viruses","64853"
"DAO_76","SRR24705427","2759","Eukaryota","10863"
"DAO_76","SRR24705427","2157","Archaea","30"
"DAO_77","SRR24705425","2","Bacteria","6330315"
"DAO_77","SRR24705425","10239","Viruses","19917"
"DAO_77","SRR24705425","2759","Eukaryota","4468"
"DAO_77","SRR24705425","2157","Archaea","47"
"DAO_78","SRR24705424","2","Bacteria","6846086"
"DAO_78","SRR24705424","10239","Viruses","33316"
"DAO_78","SRR24705424","2759","Eukaryota","1843"
"DAO_78","SRR24705424","2157","Archaea","172"
"DAO_79","SRR24705423","2","Bacteria","6247080"
"DAO_79","SRR24705423","10239","Viruses","90167"
"DAO_79","SRR24705423","2759","Eukaryota","1910"
"DAO_79","SRR24705423","2157","Archaea","87"
"DAO_80","SRR24705422","2","Bacteria","5079500"
"DAO_80","SRR24705422","10239","Viruses","145156"
"DAO_80","SRR24705422","2759","Eukaryota","5269"
"DAO_80","SRR24705422","2157","Archaea","452"
"DAO_81","SRR24705421","2","Bacteria","7481358"
"DAO_81","SRR24705421","10239","Viruses","74953"
"DAO_81","SRR24705421","2759","Eukaryota","4828"
"DAO_81","SRR24705421","2157","Archaea","349"
"DAO_82","SRR24705420","2","Bacteria","6819560"
"DAO_82","SRR24705420","10239","Viruses","70476"
"DAO_82","SRR24705420","2759","Eukaryota","1562"
"DAO_82","SRR24705420","2157","Archaea","77"
"DAO_84","SRR24705419","2","Bacteria","7275957"
"DAO_84","SRR24705419","10239","Viruses","53075"
"DAO_84","SRR24705419","2759","Eukaryota","1959"
"DAO_84","SRR24705419","2157","Archaea","190"
"DAO_88","SRR24705418","2","Bacteria","7822028"
