"acc","sample_name","num_virus_species"
"SRR24705482","EBW_82","88"
"SRR24705480","EBW_85","74"
"SRR24705479","EBW_88","89"
"SRR24705478","EBW_90","43"
"SRR24705477","EBW_97","37"
"SRR24705476","EBX_30","57"
"SRR24705475","EBX_47","71"
"SRR24705473","EBX_48","63"
"SRR24705472","EBX_49","44"
"SRR24705471","EBX_50","40"
"SRR24705470","EBX_51","78"
"SRR24705661","EBX_52","29"
"SRR24705660","EBX_53","31"
"SRR24705659","EBX_54","85"
"SRR24705658","EBX_55","23"
"SRR24705657","EBX_56","88"
"SRR24705654","EBX_59","14"
"SRR24705653","EBX_63","71"
"SRR24705652","EBX_64","83"
"SRR24705651","EBX_70","54"
"SRR24705650","EBZ_33","86"
"SRR24705649","EBZ_46","104"
"SRR24705648","EBZ_47","66"
"SRR24705647","EBZ_48","41"
"SRR24705646","EBZ_49","64"
"SRR24705645","EBZ_50","83"
"SRR24705643","EBZ_51","31"
"SRR24705642","EBZ_52","106"
"SRR24705641","EBZ_53","76"
"SRR24705640","EBZ_54","61"
"SRR24705639","EBZ_55","98"
"SRR24705638","EBZ_56","49"
"SRR24705637","EBZ_58","104"
"SRR24705636","EBZ_62","102"
"SRR24705635","EBZ_64","63"
"SRR24705634","EBZ_71","49"
