"acc","sample_name","num_virus_species"
"SRR24705050","EBE_73","137"
"SRR24705049","EBF_41","103"
"SRR24705048","EBF_53","95"
"SRR24705047","EBF_54","112"
"SRR24705046","EBF_55","93"
"SRR24705044","EBF_56","100"
"SRR24705043","EBF_57","49"
"SRR24705042","EBF_58","34"
"SRR24705041","EBF_59","38"
"SRR24705040","EBF_60","30"
"SRR24705039","EBF_61","33"
"SRR24705038","EBF_62","41"
"SRR24705037","EBF_63","41"
"SRR24705036","EBF_65","75"
"SRR24705035","EBF_69","57"
"SRR24705033","EBF_71","84"
"SRR24705032","EBF_78","88"
"SRR24705031","EBG_41","180"
"SRR24705030","EBG_53","167"
"SRR24705029","EBG_54","182"
"SRR24705028","EBG_55","164"
"SRR24705027","EBG_56","166"
"SRR24705026","EBG_57","187"
"SRR24705025","EBG_58","114"
"SRR24705024","EBG_59","56"
"SRR24705022","EBG_60","71"
"SRR24705533","EBG_61","62"
"SRR24705532","EBG_62","78"
"SRR24705531","EBG_63","100"
"SRR24705530","EBG_65","72"
"SRR24705529","EBG_69","127"
"SRR24705528","EBG_71","106"
"SRR24705527","EBG_78","153"
"SRR24705526","EBI_33","214"
"SRR24705525","EBI_46","200"
"SRR24705523","EBI_47","196"
"SRR24705522","EBI_48","167"
"SRR24705521","EBI_49","193"
"SRR24705520","EBI_50","195"
"SRR24705519","EBI_51","136"
"SRR24705518","EBI_52","90"
"SRR24705517","EBI_53","117"
"SRR24705516","EBI_54","129"
"SRR24705515","EBI_55","142"
"SRR24705514","EBI_56","157"
"SRR24705512","EBI_58","115"
"SRR24705511","EBI_62","158"
"SRR24705510","EBI_64","142"
"SRR24705509","EBI_71","168"
"SRR24705508","EBL_31","222"
"SRR24705507","EBL_45","172"
"SRR24705506","EBL_46","210"
"SRR24705505","EBL_47","198"
"SRR24705504","EBL_48","187"
"SRR24705503","EBL_49","176"
"SRR24704973","EBL_50","55"
"SRR24704972","EBL_51","66"
"SRR24704971","EBL_52","46"
"SRR24704970","EBL_53","61"
"SRR24704969","EBL_54","55"
"SRR24704968","EBL_55","98"
"SRR24704967","EBL_57","135"
"SRR24704966","EBL_61","172"
"SRR24704965","EBL_63","175"
"SRR24704964","EBL_70","155"
"SRR24704961","EBN_34","137"
"SRR24704960","EBN_46","131"
"SRR24704959","EBN_47","125"
"SRR24704958","EBN_48","109"
"SRR24704957","EBN_49","122"
"SRR24704956","EBN_50","80"
"SRR24704955","EBN_51","60"
"SRR24704954","EBN_52","56"
"SRR24704953","EBN_53","68"
"SRR24704952","EBN_54","73"
"SRR24704950","EBN_55","61"
"SRR24704949","EBN_56","63"
"SRR24704948","EBN_58","121"
"SRR24704947","EBN_63","113"
"SRR24704946","EBN_65","112"
"SRR24704945","EBN_72","101"
"SRR24704944","EBO_34","219"
"SRR24704943","EBO_48","180"
"SRR24704942","EBO_49","171"
"SRR24704778","EBO_52","179"
"SRR24704777","EBO_53","161"
"SRR24704776","EBO_54","128"
"SRR24704779","EBO_55","182"
"SRR24704774","EBO_56","179"
"SRR24704773","EBO_57","123"
"SRR24704772","EBO_58","185"
"SRR24704771","EBO_60","170"
"SRR24704770","EBO_63","155"
"SRR24704768","EBO_64","171"
"SRR24704767","EBO_71","182"
"SRR24704775","EBO_75","168"
"SRR24704781","EBO_76","148"
"SRR24704766","EBP_33","219"
"SRR24704765","EBP_46","200"
"SRR24704764","EBP_47","251"
"SRR24704763","EBP_48","242"
"SRR24704762","EBP_50","249"
"SRR24704761","EBP_51","202"
"SRR24704760","EBP_52","190"
"SRR24704759","EBP_53","153"
"SRR24704757","EBP_54","150"
"SRR24704756","EBP_55","121"
"SRR24704755","EBP_56","140"
"SRR24704754","EBP_58","189"
"SRR24704753","EBP_59","184"
"SRR24704752","EBP_62","193"
"SRR24704751","EBP_64","208"
"SRR24704750","EBP_71","204"
"SRR24704749","EBQ_36","102"
"SRR24704748","EBQ_49","137"
"SRR24704746","EBQ_50","105"
"SRR24704745","EBQ_51","106"
"SRR24704744","EBQ_52","109"
"SRR24704743","EBQ_53","91"
"SRR24704742","EBQ_54","35"
"SRR24704741","EBQ_55","34"
"SRR24704740","EBQ_56","39"
"SRR24704739","EBQ_57","51"
"SRR24704738","EBQ_58","96"
"SRR24704737","EBQ_59","57"
"SRR24704735","EBQ_61","67"
"SRR24704734","EBQ_64","85"
"SRR24704733","EBQ_66","90"
"SRR24704732","EBQ_73","54"
"SRR24704731","EBR_33","181"
"SRR24704730","EBR_46","161"
"SRR24704729","EBR_47","141"
"SRR24704728","EBR_48","136"
"SRR24704727","EBR_49","151"
"SRR24704726","EBR_51","161"
"SRR24704724","EBR_52","150"
"SRR24704723","EBR_53","169"
"SRR24704722","EBR_54","136"
"SRR24704721","EBR_55","104"
"SRR24704720","EBR_56","102"
"SRR24704719","EBR_58","77"
"SRR24704718","EBR_59","115"
"SRR24705021","EBR_62","187"
"SRR24705020","EBR_64","130"
"SRR24705019","EBR_71","134"
"SRR24705017","EBT_33","190"
"SRR24705016","EBT_46","187"
"SRR24705015","EBT_47","207"
"SRR24705014","EBT_48","172"
"SRR24705013","EBT_49","204"
"SRR24705012","EBT_50","146"
"SRR24705011","EBT_51","79"
"SRR24705010","EBT_52","62"
"SRR24705009","EBT_53","55"
"SRR24705008","EBT_54","101"
"SRR24705006","EBT_55","117"
"SRR24705677","EBT_56","112"
"SRR24705676","EBT_58","96"
"SRR24705675","EBT_62","221"
"SRR24705674","EBT_64","190"
"SRR24705673","EBT_71","140"
"SRR24705672","EBU_33","131"
"SRR24705671","EBU_46","141"
"SRR24705670","EBU_47","126"
"SRR24705669","EBU_48","147"
"SRR24705666","EBU_49","121"
"SRR24705665","EBU_50","130"
"SRR24705664","EBU_51","100"
"SRR24705663","EBU_52","109"
"SRR24705662","EBU_53","116"
"SRR24705501","EBU_54","97"
"SRR24705500","EBU_55","118"
"SRR24705499","EBU_56","124"
"SRR24705498","EBU_58","110"
"SRR24705497","EBU_61","135"
"SRR24705495","EBU_64","110"
"SRR24705494","EBU_71","163"
"SRR24705493","EBW_60","88"
"SRR24705492","EBW_73","151"
"SRR24705491","EBW_74","149"
"SRR24705490","EBW_75","117"
"SRR24705489","EBW_76","219"
"SRR24705488","EBW_77","75"
"SRR24705487","EBW_78","56"
"SRR24705486","EBW_79","36"
"SRR24705484","EBW_80","179"
"SRR24705483","EBW_81","48"
"SRR24705482","EBW_82","156"
"SRR24705481","EBW_83","60"
"SRR24705480","EBW_85","74"
"SRR24705479","EBW_88","84"
"SRR24705478","EBW_90","83"
"SRR24705477","EBW_97","135"
"SRR24705476","EBX_30","158"
"SRR24705475","EBX_47","239"
"SRR24705473","EBX_48","196"
"SRR24705472","EBX_49","187"
"SRR24705471","EBX_50","160"
"SRR24705470","EBX_51","180"
"SRR24705661","EBX_52","136"
"SRR24705660","EBX_53","131"
"SRR24705659","EBX_54","95"
"SRR24705658","EBX_55","144"
"SRR24705657","EBX_56","98"
"SRR24705656","EBX_57","81"
"SRR24705654","EBX_59","114"
"SRR24705653","EBX_63","166"
"SRR24705652","EBX_64","159"
"SRR24705651","EBX_70","140"
"SRR24705650","EBZ_33","175"
"SRR24705649","EBZ_46","222"
"SRR24705648","EBZ_47","177"
"SRR24705647","EBZ_48","155"
"SRR24705646","EBZ_49","166"
"SRR24705645","EBZ_50","156"
"SRR24705643","EBZ_51","152"
"SRR24705642","EBZ_52","149"
"SRR24705641","EBZ_53","159"
"SRR24705640","EBZ_54","169"
"SRR24705639","EBZ_55","149"
"SRR24705638","EBZ_56","167"
"SRR24705637","EBZ_58","140"
"SRR24705636","EBZ_62","220"
"SRR24705635","EBZ_64","142"
"SRR24705634","EBZ_71","149"
